Date,Symbol,Series,Close,Prev_Close,Traded_Qty,Delivery_Qty,Delivery_Percent
2023-01-13,RECLTD,EQ,122.8,120.65,5902262,1735852,29.41
2023-01-13,RELIANCE,EQ,2467.6,2471.6,9515473,6324627,66.47
2023-01-13,SAIL,EQ,88.85,88.0,18350692,3921196,21.37
2023-01-13,SBICARD,EQ,787.35,780.25,339616,117747,34.67
2023-01-13,SBILIFE,EQ,1312.95,1315.7,1214977,586183,48.25
2023-01-13,SBIN,EQ,600.1,594.9,7877610,3570587,45.33
2023-01-13,SHREECEM,EQ,24139.75,23854.85,42213,18018,42.68
2023-01-13,SHRIRAMFIN,EQ,1283.2,1312.65,919496,285279,31.03
2023-01-13,SIEMENS,EQ,2966.6,2981.3,218153,121238,55.57
2023-01-13,SRF,EQ,2198.75,2219.3,339837,158798,46.73
2023-01-13,SUNPHARMA,EQ,1031.6,1032.85,1491367,841455,56.42
2023-01-13,SUNTV,EQ,480.95,472.25,774785,257718,33.26
2023-01-13,SYNGENE,EQ,617.4,612.55,304784,142257,46.67
2023-01-13,TATACHEM,EQ,974.6,973.25,390146,134007,34.35
2023-01-13,TATACOMM,EQ,1376.7,1396.7,520001,264950,50.95
2023-01-13,TATACONSUM,EQ,752.9,754.25,1067599,714729,66.95
2023-01-13,TATAMOTORS,EQ,411.5,412.25,10449630,3366155,32.21
2023-01-13,TATAPOWER,EQ,206.45,205.7,5801690,2156729,37.17
2023-01-13,TATASTEEL,EQ,120.45,118.1,68884010,22841088,33.16
2023-01-13,TCS,EQ,3374.55,3334.35,1742837,870219,49.93
2023-01-13,TECHM,EQ,1003.15,1001.55,2837817,1333703,47.0
2023-01-13,TITAN,EQ,2417.2,2446.6,1416869,777061,54.84
2023-01-13,TORNTPHARM,EQ,1550.8,1546.5,139622,86360,61.85
2023-01-13,TRENT,EQ,1205.4,1209.5,819106,452034,55.19
2023-01-13,TVSMOTOR,EQ,1002.15,1005.55,1944766,1224251,62.95
2023-01-13,UBL,EQ,1620.0,1644.15,401576,295727,73.64
2023-01-13,ULTRACEMCO,EQ,7248.9,7153.35,462134,208294,45.07
2023-01-13,UPL,EQ,718.8,717.8,1310587,716649,54.68
2023-01-13,VEDL,EQ,319.2,316.6,8446441,2633983,31.18
2023-01-13,VOLTAS,EQ,806.35,809.25,516864,234208,45.31
2023-01-13,WHIRLPOOL,EQ,1448.4,1480.7,355180,180991,50.96
2023-01-13,WIPRO,EQ,393.9,394.5,6810930,1959629,28.77
2023-01-13,ZEEL,EQ,230.25,227.35,3503797,1236135,35.28
2023-01-13,ZYDUSLIFE,EQ,441.35,448.15,950057,408397,42.99
2023-01-16,AARTIIND,EQ,570.2,581.55,602230,295445,49.06
2023-01-16,ABB,EQ,2872.4,2899.95,97665,45952,47.05
2023-01-16,ABBOTINDIA,EQ,22041.45,22282.2,6699,2217,33.09
2023-01-16,ABCAPITAL,EQ,147.65,148.95,1666841,524538,31.47
2023-01-16,ABFRL,EQ,267.95,268.6,1203688,494684,41.1
2023-01-16,ACC,EQ,2361.4,2367.2,180024,62661,34.81
2023-01-16,ADANIENT,EQ,3619.8,3721.15,1863848,454788,24.4
2023-01-16,ADANIPORTS,EQ,787.05,794.65,3601251,1522124,42.27
2023-01-16,ALKEM,EQ,3039.7,3025.25,16445,3553,21.61
2023-01-16,AMBUJACEM,EQ,517.0,518.65,2181662,814248,37.32
2023-01-16,APOLLOHOSP,EQ,4294.65,4335.55,210854,85238,40.43
2023-01-16,APOLLOTYRE,EQ,317.7,320.8,1617910,660557,40.83
2023-01-16,ASHOKLEY,EQ,146.75,147.05,7634945,4159601,54.48
2023-01-16,ASIANPAINT,EQ,2916.05,2909.15,644073,379818,58.97
2023-01-16,ASTRAL,EQ,1975.75,2047.5,472861,236301,49.97
2023-01-16,ATUL,EQ,7753.2,7698.9,60315,45042,74.68
2023-01-16,AUBANK,EQ,624.0,619.75,578028,152785,26.43
2023-01-16,AUROPHARMA,EQ,446.5,435.15,1437903,568096,39.51
2023-01-16,AXISBANK,EQ,913.15,934.15,10008273,6672508,66.67
2023-01-16,BAJAJ-AUTO,EQ,3583.15,3605.3,226147,85868,37.97
2023-01-16,BAJAJFINSV,EQ,1383.9,1391.15,3480545,1509154,43.36
2023-01-16,BAJFINANCE,EQ,6010.9,5977.8,908339,283140,31.17
2023-01-16,BALKRISIND,EQ,2223.8,2233.4,338265,228823,67.65
2023-01-16,BALRAMCHIN,EQ,394.7,394.15,742877,137123,18.46
2023-01-16,BANDHANBNK,EQ,240.65,238.0,3949648,647444,16.39
2023-01-16,BANKBARODA,EQ,185.8,184.9,18924642,4272591,22.58
2023-01-16,BATAINDIA,EQ,1565.8,1578.9,326001,141929,43.54
2023-01-16,BEL,EQ,102.1,99.95,16485682,6382758,38.72
2023-01-16,BERGEPAINT,EQ,560.0,562.15,349229,191330,54.79
2023-01-16,BHARATFORG,EQ,861.25,873.45,722718,320513,44.35
2023-01-16,BHARTIARTL,EQ,759.15,764.3,5779293,3551224,61.45
2023-01-16,BHEL,EQ,79.75,80.7,8801145,1667861,18.95
2023-01-16,BIOCON,EQ,250.45,252.05,1312173,305343,23.27
2023-01-16,BOSCHLTD,EQ,17089.0,17332.9,8833,3434,38.88
2023-01-16,BPCL,EQ,348.95,350.1,2849149,1284099,45.07
2023-01-16,BRITANNIA,EQ,4309.6,4336.1,84814,40230,47.43
2023-01-16,BSOFT,EQ,296.85,293.7,2150824,487070,22.65
2023-01-16,CANBK,EQ,323.05,324.6,9464206,2635567,27.85
2023-01-16,CANFINHOME,EQ,542.9,549.55,359399,94316,26.24
2023-01-16,CHAMBLFERT,EQ,300.3,306.75,819007,309446,37.78
2023-01-16,CHOLAFIN,EQ,691.3,711.7,2386105,996640,41.77
2023-01-16,CIPLA,EQ,1059.6,1067.75,825308,409483,49.62
2023-01-16,COALINDIA,EQ,213.75,215.1,3987352,1479820,37.11
2023-01-16,COFORGE,EQ,3898.5,3884.45,252525,120940,47.89
2023-01-16,COLPAL,EQ,1497.25,1484.3,343090,260068,75.8
2023-01-16,CONCOR,EQ,708.75,713.05,1776052,1212417,68.26
